,name,steam_id,developers,reviews,positives,is_free,units_sold,prices_eu,final_revenue,genre
491280,Drift Horizon Online,491280,JDM4iK Games,135,50,False,4050,4.99,20209.5,"Action, Racing, Simulation, Sports"
1198510,Paperball,1198510,Cliax Games,134,130,False,4020,9.99,40159.8,"Action, Indie"
491090,Ant Queen,491090,inVantage Technologies,134,80,False,4020,4.99,20059.8,"Indie, Simulation, Strategy"
457710,Road Madness,457710,Faton,134,31,False,4020,,,"Action, Racing"
424590,Farm Expert 2017,424590,Silden,133,60,False,3990,19.99,79760.09999999999,"Indie, Simulation"
1148810,Tip of the Spear: Task Force Elite,1148810,"Red Jake Studios, LLC",133,118,False,3990,8.19,32678.1,"Action, Indie, Early Access"
434370,Buried: An Interactive Story,434370,Bromoco Games,133,127,False,3990,2.99,11930.1,"Adventure, Indie"
1153430,Love wish,1153430,Double W,133,112,False,3990,0.79,3152.1000000000004,"Action, Casual, Indie"
506510,Shadows of Adam,506510,Something Classic Games LLC,133,124,False,3990,14.99,59810.1,"Indie, RPG"
483770,Autobahn Police Simulator 2,483770,Z-Software,132,58,False,3960,19.95,79002.0,"Action, Casual, Simulation"
481870,Mini Thief,481870,"Stranga,Tommah",131,85,False,3930,3.99,15680.7,"Casual, Indie, Strategy"
457570,Camp Sunshine,457570,Fossil Games,131,114,False,3930,5.69,22361.7,"Action, Adventure, Casual, Indie"
436390,Prison Run and Gun,436390,Quantized Bit,130,120,False,3900,3.99,15561.0,"Action, Indie"
1140440,OMON Simulator,1140440,"Ukrainian Bears,Hideo Milos",130,94,False,3900,0.79,3081.0,"Action, Adventure, Indie, Massively Multiplayer, RPG, Simulation, Strategy"
431940,Wildfire,431940,Sneaky Bastards,130,109,False,3900,14.99,58461.0,Indie
468820,Titans of Space PLUS,468820,DrashVR LLC,130,121,False,3900,7.99,31161.0,"Adventure, Indie, Simulation"
431120,Tethered,431120,Secret Sorcery Limited,130,112,False,3900,15.99,62361.0,"Indie, Strategy"
1127610,Iris and the Giant,1127610,Louis Rigaud,129,112,False,3870,14.99,58011.3,"Indie, RPG, Strategy"
426330,MetaHuman Inc.,426330,Choice of Games,129,117,False,3870,4.99,19311.3,"Indie, RPG"
450700,The Spatials: Galactology,450700,Weird and Wry,128,92,False,3840,10.79,41433.6,"Indie, Simulation, Strategy"
492290,Has-Been Heroes,492290,Frozenbyte,128,98,False,3840,19.99,76761.59999999999,"Action, Indie, RPG, Strategy"
491000,Gravity Cat,491000,Quiet River,128,96,False,3840,2.99,11481.6,Indie
454100,Dungeon Escape,454100,Roenko Games,128,89,False,3840,3.99,15321.6,"Action, Adventure, Indie"
1160360,Miscreation: Evolve Your Creature!,1160360,Chronicle Ltd,127,73,False,3810,8.19,31203.899999999998,"Adventure, Indie"
431770,Rivalry,431770,Kew McParlane,127,117,False,3810,2.39,9105.9,"Casual, Indie, Simulation, Strategy, Early Access"
1147960,Okaeri,1147960,Chilla's Art,127,94,False,3810,2.39,9105.9,"Action, Adventure, Casual, Indie, Simulation"
1198730,Hentai Police,1198730,"Podval Games,KremlinDev",127,105,False,3810,0.79,3009.9,"Action, Adventure, Casual, Indie, RPG, Simulation"
450670,Table Top Racing: World Tour,450670,Playrise Digital Ltd.,127,96,False,3810,3.29,12534.9,"Action, Indie, Racing"
485870,Super Duper Party Pooper,485870,K Bros Games,126,104,False,3780,0.99,3742.2,"Casual, Indie, Simulation, Strategy"
431250,Mushroom Wars,431250,"Zillion Whales,Creat Studios",126,101,False,3780,9.99,37762.200000000004,"Action, Indie, Strategy"
463110,Farnham Fables,463110,Ethrea Dreams,126,91,False,3780,0.79,2986.2000000000003,"Adventure, Casual, Indie"
457480,Domino Sky,457480,Russpuppy,125,98,False,3750,2.5,9375.0,"Casual, Indie, Simulation, Strategy"
490930,Need to Know,490930,Monomyth Games,124,98,False,3720,12.49,46462.8,"Adventure, Indie, Simulation"
454410,GIGA WRECKER,454410,GAME FREAK inc.,124,99,False,3720,19.99,74362.79999999999,"Action, Adventure"
1174720,SwarmZ,1174720,Mutiny Software,124,78,False,3720,4.99,18562.8,"Action, Indie, Simulation, Strategy"
466870,Aurora Nights,466870,Vladimir Maslov,123,106,False,3690,,,"Casual, Indie"
476420,Heart of Crown PC,476420,"illuCalab,FLIPFLOPs,Japanime Digital",122,84,False,3660,22.99,84143.4,"Indie, RPG, Simulation, Strategy"
428340,Marmoset Hexels 3,428340,Marmoset LLC,121,109,False,3630,45.0,163350.0,"Animation & Modeling, Design & Illustration, Video Production"
705290,Strange Telephone,705290,HZ3 Software,121,99,False,3630,4.99,18113.7,"Adventure, Casual, Indie"
438080,Surfingers,438080,Digital Melody,121,97,False,3630,1.99,7223.7,"Action, Casual, Indie"
485370,Mad Combat Marines,485370,Freeze Nova,121,82,False,3630,0.99,3593.7,"Action, Casual, Indie"
428860,Red Haze,428860,Yai Gameworks,121,103,False,3630,3.57,12959.099999999999,"Adventure, Indie"
1197770,Lilly Knight and the Three Cities of Lust,1197770,HFTGames,120,93,False,3600,9.99,35964.0,"Adventure, Casual"
504390,Along the Edge,504390,Nova-box,119,103,False,3570,12.49,44589.3,Indie
1165870,Mahou Arms,1165870,Dischan Media,119,103,False,3570,24.99,89214.29999999999,"Action, Adventure, Early Access"
1114870,Lenna's Inception,1114870,Bytten Studio,119,107,False,3570,8.19,29238.3,"Action, Adventure, Indie, RPG"
436220,A-10 VR,436220,Futuretown,119,111,False,3570,4.99,17814.3,"Action, Indie"
1154110,Steamy Sextet,1154110,Belgerum,119,92,False,3570,2.39,8532.300000000001,"Adventure, Casual, Indie"
444880,Death Stair,444880,Fun Sponge Games,118,88,False,3540,0.82,2902.7999999999997,"Action, Casual, Indie, Racing, Sports"
429700,Squirbs,429700,Team Indev,118,67,False,3540,0.79,2796.6,"Action, Adventure, Indie"
462930,AdVenture Communist,462930,Hyper Hippo Games,118,77,True,3540,,,"Casual, Free to Play, Indie, Simulation, Strategy, Early Access"
454890,Project Starship,454890,Panda Indie Studio,118,94,False,3540,2.39,8460.6,"Action, Casual, Indie"
438180,Super Mustache,438180,Redro Games,117,79,False,3510,0.79,2772.9,"Action, Adventure, Casual, Indie"
465020,Sector Six,465020,Small Moons,117,110,False,3510,8.19,28746.899999999998,"Indie, RPG"
468490,Neon Space,468490,EGAMER,117,81,False,3510,10.99,38574.9,"Action, Adventure, Casual, Indie, Strategy"
439250,Space Pilgrim Episode III: Delta Pavonis,439250,"Pilgrim Adventures,GrabTheGames Studios",117,109,False,3510,0.9,3159.0,"Adventure, Indie"
1146970,My Vow to My Liege,1146970,YETU GAME,117,111,False,3510,8.19,28746.899999999998,"Casual, Indie"
435480,Trials of the Blood Dragon,435480,"Redlynx,Ubisoft Kiev",116,73,False,3480,14.99,52165.200000000004,Racing
451600,CounterAttack,451600,Relative Games,116,108,False,3480,12.49,43465.200000000004,"Action, Adventure, Indie"
444260,Mindless Running,444260,Quiet River,116,63,False,3480,0.99,3445.2,"Adventure, Indie"
443970,S2ENGINE HD,443970,Profenix Studio SRLS,116,80,False,3480,3.99,13885.2,"Animation & Modeling, Design & Illustration, Education, Software Training, Utilities, Game Development"
449730,Ahnayro: The Dream World,449730,Alice & Smith,116,103,False,3480,3.99,13885.2,"Adventure, Casual, Indie, Strategy"
450390,The Lab,450390,Valve,115,112,True,3450,,,Free to Play
425650,Halloween Forever,425650,Imaginary Monsters,115,108,False,3450,8.19,28255.5,"Action, Indie"
473560,Cosmic Dust & Rust,473560,16bit Nights,115,59,False,3450,0.79,2725.5,"Action, Casual, Indie, Strategy"
1172510,Unlock The King,1172510,Minimol Games,114,112,False,3420,0.79,2701.8,"Casual, Strategy"
503180,miniLAW: Ministry of Law,503180,"Lasso Games, LLC",114,93,False,3420,12.49,42715.8,"Action, Indie"
1188970,Ether Loop,1188970,Moon Lens,114,89,False,3420,11.99,41005.8,"Action, Adventure, Indie"
493060,Ballistic Tanks,493060,Kirklight Games,114,97,False,3420,4.99,17065.8,"Action, Casual, Indie"
1177130,NABOKI,1177130,"Maciej Targoni,Wojciech Wasiak",114,110,False,3420,0.79,2701.8,Casual
467570,TITANS: Dawn of Tribes,467570,"34BigThings srl,Event Horizon Studios",114,42,False,3420,9.99,34165.8,"Action, Adventure, Indie, Massively Multiplayer, Simulation, Early Access"
449530,Grand Pigeon's Duty,449530,WolfgangIs,114,75,False,3420,3.33,11388.6,"Action, Adventure, Casual, Indie, RPG, Simulation, Strategy"
422110,Wand Wars,422110,Moonradish Inc.,113,108,False,3390,11.99,40646.1,"Action, Indie, Sports"
450440,Creepy Castle,450440,Dopterra,113,99,False,3390,8.19,27764.1,"Adventure, Indie, RPG"
503370,Hospitalize,503370,Illeris,113,47,False,3390,15.99,54206.1,"Indie, Simulation, Early Access"
1191940,Deathtrap Dungeon: The Interactive Video Adventure,1191940,Branching Narrative Ltd,113,105,False,3390,6.59,22340.1,"Adventure, Casual, RPG"
488730,God's Trigger,488730,One More Level,113,81,False,3390,14.99,50816.1,"Action, Indie"
461890,NORTH,461890,Outlands,112,74,False,3360,1.59,5342.400000000001,"Adventure, Indie"
1187330,Tower Tag,1187330,VR Nerds,112,96,False,3360,13.49,45326.4,"Action, Sports, Early Access"
463170,Jagged Alliance: Rage!,463170,Cliffhanger Productions,112,64,False,3360,19.99,67166.4,"Adventure, RPG, Simulation, Strategy"
1194680,ZooKeeper Simulator,1194680,Forceight,112,100,False,3360,3.99,13406.400000000001,"Action, Casual, Simulation"
495720,Intrude,495720,Michal Kruba,112,95,False,3360,3.99,13406.400000000001,"Action, Indie"
483950,SMILE GAME BUILDER,483950,SmileBoom Co.Ltd.,111,98,False,3330,64.99,216416.69999999998,"Design & Illustration, Web Publishing, Game Development"
445800,Love Language Japanese,445800,Papurika.moe,111,93,False,3330,16.79,55910.7,"Adventure, Casual, Indie, Simulation"
1188540,Apex Aim Trainer,1188540,SharkFishFish,111,96,False,3330,3.99,13286.7,"Action, Indie, Early Access"
1174690,love wish 2,1174690,Double W,111,94,False,3330,1.59,5294.7,"Casual, RPG"
427570,Dawn of Andromeda,427570,Grey Wolf Entertainment,110,58,False,3300,27.99,92367.0,"Indie, Strategy"
467990,Versus: Battle of the Gladiator,467990,Netker Inc.,110,73,False,3300,,,"Action, Indie"
443860,Riptide GP: Renegade,443860,Vector Unit,109,98,False,3270,8.19,26781.3,Racing
434620,Pythagoria,434620,Vladimir Maslov,109,79,False,3270,,,"Casual, Indie"
1116580,Shady Part of Me,1116580,Douze Dixièmes,109,104,False,3270,14.99,49017.3,Indie
1133590,Stilt Fella,1133590,September Games,109,107,False,3270,7.99,26127.3,"Indie, Simulation, Sports"
1169100,Gazillionaire,1169100,LavaMind,109,100,False,3270,16.79,54903.299999999996,"Casual, Indie, Simulation, Strategy"
489370,Quarantine,489370,Sproing,108,68,False,3240,9.99,32367.600000000002,"RPG, Simulation, Strategy"
452860,Mad Bullets,452860,isTom Games Kft.,108,100,False,3240,2.39,7743.6,"Action, Casual, Indie"
462940,Making History: The Second World War,462940,Factus Games,108,83,False,3240,25.99,84207.59999999999,"Indie, Simulation, Strategy"
467760,Trapper's Delight,467760,Shrimpcave Industries,107,98,False,3210,6.59,21153.899999999998,"Action, Casual, Strategy"
425770,Answer The Question,425770,Penny McDonald,107,106,False,3210,0.79,2535.9,"Casual, Indie"
465280,Yesterday Origins,465280,Pendulo Studios,106,80,False,3180,14.99,47668.2,Adventure
447190,Pub Encounter,447190,Dogenzaka Lab,106,87,False,3180,17.99,57208.2,Adventure
431700,Age of Fear 3: The Legend,431700,Leslaw Sliwko,106,102,False,3180,19.99,63568.2,"Indie, RPG, Strategy"
430020,Dance of Death,430020,eight game studio,106,60,False,3180,3.99,12688.2,Adventure
461560,MANDAGON,461560,Blind Sky Studios,105,99,True,3150,,,"Adventure, Free to Play, Indie"
488280,Gun Done,488280,AZAMATIKA,105,88,False,3150,0.99,3118.5,"Casual, Indie"
427700,Zwei: The Ilvard Insurrection,427700,Nihon Falcom,105,99,False,3150,19.99,62968.49999999999,"Action, RPG"
1117310,Sandwich Sudoku,1117310,Studio Goya,105,103,False,3150,4.99,15718.5,"Casual, Indie, Strategy"
485670,Mini Golf Arena,485670,Evoluta Studio,105,42,False,3150,8.99,28318.5,"Casual, Indie, Massively Multiplayer, Simulation, Sports, Early Access"
473920,Corinne Cross's Dead & Breakfast,473920,bad chalk,105,104,False,3150,4.49,14143.5,"Adventure, Indie"
438030,Dead6hot,438030,Chuck Productions,105,35,False,3150,0.79,2488.5,"Action, Casual"
1182830,QT,1182830,Happy Snake,105,102,False,3150,8.19,25798.5,"Adventure, Casual, Indie"
457600,Emerge: Cities of the Apocalypse,457600,Emilios Manolidis,105,69,False,3150,7.99,25168.5,no data
457530,My Lady,457530,Michaela Laws,105,85,False,3150,0.99,3118.5,"Casual, Indie, Simulation"
451880,Catch a Falling Star,451880,Alister Software,105,79,False,3150,0.79,2488.5,"Casual, Indie"
1168870,Mists of Noyah,1168870,Pyxeralia,104,67,False,3120,16.79,52384.799999999996,"Action, Indie, RPG, Early Access"
456540,STAR WARS™: Rebel Assault I + II,456540,LucasArts,104,76,False,3120,8.19,25552.8,"Action, Simulation"
424280,Iron Snout,424280,SnoutUp,104,101,True,3120,,,"Action, Free to Play, Indie"
1140890,Morbid: The Seven Acolytes,1140890,Still Running,104,76,False,3120,24.99,77968.79999999999,"Action, Adventure, Indie, RPG"
1163590,Bullet Girls Phantasia,1163590,SHADE Inc.,104,90,False,3120,29.99,93568.79999999999,Action
459310,The Hero Project: Redemption Season,459310,Choice of Games,103,64,False,3090,3.29,10166.1,"Adventure, Indie, RPG"
444350,HACK_IT,444350,Dan_D,103,22,False,3090,11.59,35813.1,"Action, Adventure, Casual, Indie, RPG, Simulation, Strategy"
468250,Warfare Online,468250,Con Artist Games,103,77,False,3090,,,"Free to Play, Indie, Massively Multiplayer, Strategy"
1146510,Deep Sleep Trilogy,1146510,scriptwelder,103,102,False,3090,3.99,12329.1,"Adventure, Indie"
1195020,Guardians of the Ashes,1195020,Mature Games,103,82,False,3090,2.39,7385.1,"Action, Adventure, Indie, RPG"
1146940,I will eat you,1146940,Butengo,102,78,False,3060,0.99,3029.4,"Action, Adventure, Casual, Indie, Massively Multiplayer, RPG"
453790,Candice DeBébé's Incredibly Trick Lifestyle,453790,Havishamone Games,102,95,False,3060,3.99,12209.400000000001,"Adventure, Indie, RPG"
1194700,House Flipper VR,1194700,Frozen Way,102,59,False,3060,16.79,51377.399999999994,"Casual, Indie, Simulation"
427660,NightCry,427660,Nude Maker,102,71,False,3060,22.99,70349.4,"Adventure, Indie"
1118380,Discord Bot Studio,1118380,Discord Bot Studio,102,81,False,3060,8.99,27509.4,Utilities
488760,Left-Hand Path,488760,Strange Company,102,88,False,3060,27.99,85649.4,"Adventure, Indie, RPG"
434410,Moonlight,434410,Kevin Horton,102,98,False,3060,1.59,4865.400000000001,Indie
429490,Resilience Wave Survival,429490,Jimbob Games,101,64,False,3030,3.99,12089.7,"Action, Adventure, Casual, Indie"
491330,12 Labours of Hercules V: Kids of Hellas (Platinum Edition),491330,"Jetdogs Studios,Zoom Out Games",101,95,False,3030,2.99,9059.7,"Casual, Indie, Strategy"
1184820,Poker Quest,1184820,Playsaurus,100,94,False,3000,12.49,37470.0,"Adventure, Indie, RPG, Strategy, Early Access"
447170,"Destiny's Princess: A War Story, A Love Story",447170,Dogenzaka Lab,100,63,False,3000,15.99,47970.0,Adventure
463290,Kismet,463290,Psyop,100,93,False,3000,3.29,9870.0,"Casual, Indie"
444970,SPATIAL SOUND CARD,444970,NEW AUDIO TECHNOLOGY,99,73,False,2970,9.99,29670.3,"Audio Production, Utilities, Video Production, Game Development"
431930,Kabounce,431930,Stitch Heads Entertainment,99,91,False,2970,14.99,44520.3,"Action, Indie, Sports"
1126990,PBA Pro Bowling,1126990,FarSight Studios,99,74,False,2970,12.49,37095.3,"Simulation, Sports"
463700,Super Cloudbuilt,463700,"Coilworks,Double Eleven",99,86,False,2970,19.99,59370.299999999996,"Action, Indie"
427270,Orcs Must Die! Unchained,427270,Robot Entertainment,99,62,False,2970,,,"Action, Free to Play, Strategy"
479130,ESEA,479130,ESEA,98,67,True,2940,,,Utilities
444220,Asteroid Bounty Hunter,444220,EGAMER,98,53,False,2940,10.99,32310.600000000002,"Action, Adventure, Casual, Indie, RPG"
435020,AFL Evolution,435020,Wicked Witch,98,71,False,2940,24.99,73470.59999999999,Sports
499890,Aaero,499890,Mad Fellows,98,88,False,2940,12.49,36720.6,"Action, Indie"
1194590,Star Dynasties,1194590,Pawley Games,98,72,False,2940,21.99,64650.6,"RPG, Simulation, Strategy, Early Access"
496680,SweatShop,496680,DUCK,97,27,False,2910,0.79,2298.9,"Casual, Indie, Strategy"
1116230,The Story of Henry Bishop,1116230,Blazes Games,97,80,False,2910,3.99,11610.900000000001,"Action, Adventure, Indie"
1150460,Summer Paws,1150460,Manic Hyena,97,94,False,2910,3.99,11610.900000000001,"Casual, Indie"
1126420,REMOTE LIFE,1126420,Next Game Level,97,90,False,2910,15.99,46530.9,"Action, Indie"
501990,Phantasmagoria,501990,Sierra,96,83,False,2880,9.99,28771.2,Adventure
453720,Last Will,453720,LizardFactory,96,69,False,2880,8.99,25891.2,"Adventure, Indie"
446310,Sabres of Infinity,446310,Hosted Games,96,91,False,2880,2.39,6883.200000000001,"Adventure, Indie, RPG"
1178400,Pro Cycling Manager 2020,1178400,Cyanide Studio,96,71,False,2880,39.99,115171.20000000001,"Simulation, Sports, Strategy"
486380,Shigatari,486380,Super Legit Games,96,94,False,2880,2.99,8611.2,"Indie, RPG"
432980,INVERSUS Deluxe,432980,Hypersect,96,89,False,2880,14.99,43171.2,"Action, Casual, Indie, Strategy"
502230,Monsters' Den: Book of Dread,502230,Monstrum,95,88,False,2850,4.99,14221.5,"Casual, Indie, RPG, Strategy"
1135260,The Falconeer,1135260,Tomas Sala,95,82,False,2850,19.99,56971.49999999999,"Action, Adventure, Indie, RPG"
423710,Invasion: Brain Craving,423710,New Reality Games,95,40,False,2850,0.99,2821.5,"Action, Adventure, Casual, Indie, RPG, Simulation, Strategy"
498570,Extreme Forklifting 2,498570,Devm Games,95,81,False,2850,1.99,5671.5,"Racing, Simulation"
1195560,Alek - The Lost Kingdom,1195560,Jessy Lemieux,95,77,False,2850,16.79,47851.5,"Action, Adventure, RPG, Strategy, Early Access"
448400,Hidden Object 6-in-1 bundle,448400,Alawar Entertainment,94,72,False,2820,11.99,33811.8,"Adventure, Casual, Indie"
451990,Cranks and Goggles,451990,Play Native Entertainment,94,73,False,2820,1.0,2820.0,"Casual, Indie, Racing, Sports"
434290,Typefighters (Steam Edition),434290,Christian Reuter,94,64,False,2820,1.99,5611.8,Indie
474890,Uncrewed,474890,Quite Different Mechanics,94,69,False,2820,11.99,33811.8,"Action, Simulation, Strategy"
1115780,The Almost Gone,1115780,Happy Volcano,94,78,False,2820,9.99,28171.8,"Adventure, Indie"
480450,Floppy Heroes,480450,Matthew Kania,94,91,False,2820,2.99,8431.800000000001,"Action, Casual, Indie"
1185160,Inunaki Tunnel | 犬鳴トンネル,1185160,Chilla's Art,94,76,False,2820,2.39,6739.8,"Action, Adventure, Casual, Indie, Simulation, Strategy"
438430,Valentino Rossi The Game,438430,Milestone S.r.l.,94,74,False,2820,14.99,42271.8,"Racing, Simulation, Sports"
1125110,Obsurity,1125110,Game Dynasty,93,69,False,2790,5.69,15875.1,"Action, Adventure, Indie"
444000,Super Night Riders,444000,neko.works,93,85,False,2790,4.99,13922.1,"Indie, Racing, Simulation, Sports"
1181400,Path of Giants,1181400,Journey Bound Games,93,92,False,2790,7.39,20618.1,"Adventure, Casual, Indie"
441670,Jelly Killer,441670,Immortal Game Studio,93,67,False,2790,3.29,9179.1,"Action, Adventure, Casual, Indie"
499460,Tomato Jones,499460,HA Studio Ltd.,92,76,False,2760,1.99,5492.4,"Action, Adventure, Casual, Indie"
452420,Koihime Enbu 恋姫†演武,452420,"UNKNOWN GAMES,M2 Co.,LTD",92,74,False,2760,3.99,11012.400000000001,Action
442210,Switchcars,442210,Altfuture,92,83,False,2760,8.99,24812.4,"Action, Indie, Racing"
439920,Royal Heroes,439920,Badim,92,69,False,2760,8.19,22604.399999999998,"Casual, Indie, RPG, Strategy"
490220,Prismata,490220,Lunarch Studios,92,85,True,2760,,,"Free to Play, Indie, Simulation, Strategy, Early Access"
498500,I Am The Hero,498500,Crazyant,92,63,False,2760,9.99,27572.4,"Action, Adventure, Indie, RPG"
490820,Fly O'Clock,490820,Digital Melody,91,74,False,2730,0.99,2702.7,"Action, Casual, Indie"
1178790,Shiren the Wanderer: The Tower of Fortune and the Dice of Fate,1178790,"Spike Chunsoft Co., Ltd.",90,68,False,2700,19.99,53972.99999999999,RPG
437000,GUILTY GEAR 2 -OVERTURE-,437000,Arc System Works,90,67,False,2700,19.99,53972.99999999999,Action
489020,iGrow Game,489020,iDev Games,90,48,False,2700,0.79,2133.0,RPG
447200,The Men of Yoshiwara: Ohgiya,447200,Dogenzaka Lab,90,79,False,2700,15.99,43173.0,Adventure
429610,The Emerald Maiden: Symphony of Dreams,429610,Gogii Games,90,73,False,2700,7.99,21573.0,"Adventure, Casual"
428190,MadOut Open City,428190,MadOut Games,90,23,False,2700,7.99,21573.0,"Action, Indie, Racing, Simulation, Sports"
466840,Super Space Pug,466840,Digital Dawn Studios,90,50,False,2700,0.79,2133.0,"Action, Casual, Indie"
495580,Divided We Fall: Play For Free,495580,KAVA Game Studio,89,48,True,2670,,,"Action, Free to Play, Indie, Strategy"
1134520,Dark Light,1134520,Mirari&Co.,89,71,False,2670,12.49,33348.3,"Action, Adventure, Early Access"
1171240,Reiko's Fragments,1171240,Pixel Canvas Studios,89,65,False,2670,8.19,21867.3,"Action, Indie, Early Access"
1178210,Stirring Abyss,1178210,"Sleepy Sentry,K-Project",89,77,False,2670,20.99,56043.299999999996,"Adventure, Indie, RPG, Strategy"
450950,Danmaku Unlimited 3,450950,Doragon Entertainment,89,83,False,2670,9.99,26673.3,"Action, Indie"
441440,Sometimes Always Monsters,441440,Vagabond Dog,89,62,False,2670,16.79,44829.299999999996,"Indie, RPG"
470740,Demolish & Build 2017,470740,Noble Muffins,89,68,False,2670,19.99,53373.299999999996,Simulation
476490,Choice of the Pirate,476490,Choice of Games,88,81,False,2640,3.29,8685.6,"Adventure, Indie, RPG"
1128140,Under: Depths of Fear,1128140,Globiss Interactive,88,61,False,2640,8.19,21621.6,"Action, Adventure, Indie, Strategy"
431750,Iron Sea Defenders,431750,Creobit,88,69,False,2640,4.99,13173.6,"Casual, Indie, Strategy"
488950,Werewolves Within™,488950,Ubisoft,88,55,False,2640,19.99,52773.6,"Casual, RPG, Simulation, Strategy"
464100,Codex of Victory,464100,Ino-Co Plus,88,58,False,2640,14.99,39573.6,"Indie, Strategy"
429330,Stikbold! A Dodgeball Adventure,429330,Game Swing,88,80,False,2640,9.99,26373.600000000002,"Action, Indie, Sports"
439310,Until I Have You,439310,Wormwood Studios,88,61,False,2640,13.99,36933.6,Indie
454530,Decisive Campaigns: Barbarossa,454530,VR Designs,87,78,False,2610,45.99,120033.90000000001,Strategy
1174400,Togainu no Chi ~Lost Blood~,1174400,Nitroplus,87,80,False,2610,16.79,43821.899999999994,Adventure
1190160,LIT: Bend the Light,1190160,Copperglass,86,81,False,2580,5.99,15454.2,"Casual, Indie"
446840,Splasher,446840,Splashteam,86,83,False,2580,14.99,38674.2,"Action, Indie"
454320,[the Sequence],454320,[OneManBand],86,77,False,2580,3.99,10294.2,Indie
497730,The Wardrobe - Even Better Edition,497730,CINIC Games,85,57,False,2550,14.99,38224.5,"Adventure, Indie"
1169040,Necesse,1169040,Mads Skovgaard,85,76,False,2550,8.99,22924.5,"Action, Adventure, Indie, Early Access"
426690,Narcissu 10th Anniversary Anthology Project,426690,stage-nana,85,81,False,2550,2.99,7624.500000000001,"Casual, Indie"
1127850,Apple Slash,1127850,Agelvik,85,84,False,2550,3.29,8389.5,"Action, Adventure, Indie, RPG"
468050,The Last Time,468050,Big Cow Studios,85,81,False,2550,3.99,10174.5,"Adventure, Indie"
437420,The Secret Order 3: Ancient Times,437420,Sunward Games,85,73,False,2550,9.99,25474.5,"Adventure, Casual"
1178140,Pixel Ripped 1995,1178140,ARVORE Immersive Experiences,84,83,False,2520,19.99,50374.799999999996,"Action, Adventure, Indie"
1147970,Abode 2,1147970,Overflow,84,68,False,2520,12.49,31474.8,Adventure
444480,Broken Dreams,444480,Mihai Morosanu,84,50,False,2520,1.59,4006.8,"Casual, Indie"
460340,Guards,460340,Battlecruiser Games,84,64,False,2520,4.99,12574.800000000001,"Adventure, Indie, Strategy"
473450,The Narrator Is a DICK,473450,Adam DeLease,84,63,False,2520,4.99,12574.800000000001,"Adventure, Indie"
1161880,Vaporum: Lockdown,1161880,"Fatbot Games, s. r. o.",84,71,False,2520,17.99,45334.799999999996,"Action, Adventure, Indie, RPG"
466980,Can't Drive This,466980,Pixel Maniacs,84,63,False,2520,19.99,50374.799999999996,"Action, Casual, Indie, Racing"
485350,Winter Novel,485350,DeXP,84,58,False,2520,1.99,5014.8,"Casual, Indie, Simulation"
1163340,Carrier Battles 4 Guadalcanal - Pacific War Naval Warfare,1163340,"Avalon Digital,Cyril Jarnot",84,74,False,2520,24.99,62974.799999999996,"Simulation, Strategy"
473970,Zombie City Defense 2,473970,Mozg Labs,84,52,False,2520,9.99,25174.8,"Action, Indie, Simulation, Strategy"
1168170,WAIFU HORROR: The Eight Pictures,1168170,Konnichiwa Games,84,52,False,2520,0.79,1990.8000000000002,"Action, Adventure, Indie"
1183720,Holoswitch,1183720,triple A code GmbH,84,70,False,2520,8.99,22654.8,Utilities
505330,Apocalipsis,505330,Punch Punk Games,83,55,False,2490,1.39,3461.1,"Adventure, Casual, Indie"
1183470,Imperiums: Greek Wars,1183470,Kube Games,83,76,False,2490,29.9,74451.0,"Indie, Strategy"
463160,Super Dungeon Tactics,463160,Underbite Games,83,63,False,2490,8.19,20393.1,"Indie, RPG, Strategy"
467850,METAGAL,467850,RetroRevolution,83,56,False,2490,3.49,8690.1,"Action, Indie"
1188250,GLOWCOMA: chapter 1,1188250,Tsvetomir Georgiev,83,74,False,2490,0.79,1967.1000000000001,"Action, Adventure, Indie"
422940,Divergence: Online,422940,Stained Glass Llama,83,46,False,2490,19.99,49775.1,"Action, Indie, Massively Multiplayer, RPG, Early Access"
472420,"Duke Grabowski, Mighty Swashbuckler",472420,Venture Moon Industries,83,71,False,2490,1.99,4955.1,"Adventure, Casual, Indie"
439910,Risky Rescue,439910,Digital Melody,83,64,False,2490,0.99,2465.1,"Action, Casual, Indie"
448070,Red Risk,448070,Microblast Games,82,36,False,2460,0.39,959.4,"Action, Casual, Indie, Strategy"
462000,Cyberpong,462000,"COLOPL, Inc.",82,72,False,2460,8.99,22115.4,"Action, Casual, Sports"
1183030,Layers of Fear VR,1183030,Incuvo S.A.,82,61,False,2460,19.99,49175.399999999994,"Adventure, Indie"
451570,Demetrios - The BIG Cynical Adventure,451570,COWCAT,81,62,False,2430,9.99,24275.7,"Adventure, Casual, Indie"
444690,TRAPPED,444690,Cheap Fun Games,81,44,False,2430,3.99,9695.7,"Action, Adventure, Indie, Strategy, Early Access"
437870,Earth Space Colonies,437870,Persona and Pixel studio,81,34,False,2430,7.99,19415.7,"Indie, Simulation, Strategy"
485860,Impossible Quest,485860,Axel Sonic,81,43,False,2430,1.99,4835.7,"Adventure, Casual, Indie"
428950,"Kivi, Toilet and Shotgun",428950,16bit Nights,81,38,False,2430,0.79,1919.7,"Action, Adventure, Casual, Indie"
458630,Political Animals,458630,Squeaky Wheel,81,50,False,2430,14.99,36425.7,"Indie, Simulation, Strategy"
